"SubscriptionName","SubscriptionId","ResourceGroup","Name","Type","Location","Kind","SKU","ProvisioningState","Tags","TagsOK","TagsFaltando","NamingOK","NamingIssue","PrefixEsperado"
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-hub-netsec-rg001","pla-we-hub-netsec-kv001","microsoft.keyvault/vaults","westeurope","","","Succeeded","{""Environment"":""Hub"",""Owner"":""cesar.rosa@planapp.gov.pt"",""Project"":""N.A."",""Subscription"":""PlanApp-hub-sub001"",""Scope"":""Network and Security""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'kv-[workload]-[ambiente]-[regiao]-NNN'","kv"
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-shared-hub-rg001","appgatway-managment-identity","microsoft.managedidentity/userassignedidentities","westeurope","","","","{""Subscription"":""PlanApp-hub-sub001""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-ne-hub-netsec-rg002","pla-ne-pp-shared-agw001","microsoft.network/applicationgateways","northeurope","","","Succeeded","{""Subscription"":""PlanApp-hub-sub001""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'agw-[workload]-[ambiente]-[regiao]-NNN'","agw"
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-ne-hub-netsec-rg002","pla-ne-prd-shared-agw001","microsoft.network/applicationgateways","northeurope","","","Succeeded","{""Environment"":""Prd"",""Owner"":""cesar.rosa@planapp.gov.pt"",""Project"":""SitesForesightLab2050"",""Subscription"":""PlanApp-hub-sub001"",""Scope"":""Production Sites""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'agw-[workload]-[ambiente]-[regiao]-NNN'","agw"
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-shared-hub-rg002","pla-we-prd-shared-agw001","microsoft.network/applicationgateways","westeurope","","","Succeeded","{""Subscription"":""PlanApp-hub-sub001""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'agw-[workload]-[ambiente]-[regiao]-NNN'","agw"
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-ne-hub-netsec-rg002","pla-ne-prd-shared-agw001-polic001-global","microsoft.network/applicationgatewaywebapplicationfirewallpolicies","northeurope","","","Succeeded","{""Subscription"":""PlanApp-hub-sub001""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-hub-netsec-rg001","pla-we-nprd-shared-agw002-polic001-global","microsoft.network/applicationgatewaywebapplicationfirewallpolicies","westeurope","","","Succeeded","{""Subscription"":""PlanApp-hub-sub001""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-shared-hub-rg002","pla-we-prd-shared-agw001-polic001-global","microsoft.network/applicationgatewaywebapplicationfirewallpolicies","westeurope","","","Succeeded","{""Subscription"":""PlanApp-hub-sub001""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-hub-netsec-rg001","pla-we-shared-hub-afw001","microsoft.network/azurefirewalls","westeurope","","","Succeeded","{""Environment"":""Hub"",""Owner"":""cesar.rosa@planapp.gov.pt"",""Project"":""N.A."",""Subscription"":""PlanApp-hub-sub001"",""Scope"":""Network and Security""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-shared-mgmt-rg001","pla-we-hub-shared-bas001","microsoft.network/bastionhosts","westeurope","","{""name"":""Basic""}","Succeeded","{""Environment"":""Hub"",""Owner"":""cesar.rosa@planapp.gov.pt"",""Project"":""N.A."",""Subscription"":""PlanApp-hub-sub001"",""Scope"":""Management""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'bas-[workload]-[ambiente]-[regiao]-NNN'","bas"
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-hub-netsec-rg001","pla-we-hub-shared-vnet001-pla-pt-prd-ff-lgw001-cn001","microsoft.network/connections","westeurope","","","Succeeded","{""Environment"":""Hub"",""Owner"":""cesar.rosa@planapp.gov.pt"",""Project"":""N.A."",""Subscription"":""PlanApp-hub-sub001"",""Scope"":""Network and Security""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'con-[workload]-[ambiente]-[regiao]-NNN'","con"
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-shared-hub-rg001","pla-we-shared-dpr-001","microsoft.network/dnsresolvers","westeurope","","","Succeeded","{""Subscription"":""PlanApp-hub-sub001""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-shared-hub-rg001","dnsresolver001","microsoft.network/dnsresolvers/inboundendpoints","westeurope","","","Succeeded","{""Subscription"":""PlanApp-hub-sub001""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-shared-hub-rg001","dnsresolver002","microsoft.network/dnsresolvers/outboundendpoints","westeurope","","","Succeeded","{""Subscription"":""PlanApp-hub-sub001""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-hub-netsec-rg001","10milhoes.pt","microsoft.network/dnszones","global","","","","{""Environment"":""Prd"",""Owner"":""cesar.rosa@planapp.gov.pt"",""Subscription"":""PlanApp-hub-sub001"",""Scope"":""Network and Security""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-hub-netsec-rg001","clube2050.pt","microsoft.network/dnszones","global","","","","{""Environment"":""Prd"",""Owner"":""cesar.rosa@planapp.gov.pt"",""Subscription"":""PlanApp-hub-sub001"",""Scope"":""Network and Security""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-hub-netsec-rg001","comunicacao.planapp.gov.pt","microsoft.network/dnszones","global","","","","{""Subscription"":""PlanApp-hub-sub001""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-hub-netsec-rg001","congressodofuturo.pt","microsoft.network/dnszones","global","","","","{""Environment"":""Prd"",""Owner"":""cesar.rosa@planapp.gov.pt"",""Subscription"":""PlanApp-hub-sub001"",""Scope"":""Network and Security""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-hub-netsec-rg001","envision.pt","microsoft.network/dnszones","global","","","","{""Environment"":""Prd"",""Owner"":""cesar.rosa@planapp.gov.pt"",""Subscription"":""PlanApp-hub-sub001"",""Scope"":""Network and Security""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-hub-netsec-rg001","lab2050.planapp.pt","microsoft.network/dnszones","global","","","","{""Subscription"":""PlanApp-hub-sub001""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-hub-netsec-rg001","lab2050.pt","microsoft.network/dnszones","global","","","","{""Environment"":""Prd"",""Owner"":""cesar.rosa@planapp.gov.pt"",""Subscription"":""PlanApp-hub-sub001"",""Scope"":""Network and Security""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-hub-netsec-rg001","planapp.gov.pt","microsoft.network/dnszones","global","","","","{""Environment"":""Prd"",""Owner"":""cesar.rosa@planapp.gov.pt"",""Subscription"":""PlanApp-hub-sub001"",""Scope"":""Network and Security""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-hub-netsec-rg001","planapp.pt","microsoft.network/dnszones","global","","","","{""Environment"":""Prd"",""Owner"":""cesar.rosa@planapp.gov.pt"",""Subscription"":""PlanApp-hub-sub001"",""Scope"":""Network and Security""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-hub-netsec-rg001","ptsustentavel.gov.pt","microsoft.network/dnszones","global","","","","{""Subscription"":""PlanApp-hub-sub001""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-hub-netsec-rg001","siail.planapp.gov.pt","microsoft.network/dnszones","global","","","","{""Subscription"":""PlanApp-hub-sub001""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-hub-netsec-rg001","pla-we-shared-hub-afw001-polic001","microsoft.network/firewallpolicies","westeurope","","","Succeeded","{""Environment"":""Hub"",""Owner"":""cesar.rosa@planapp.gov.pt"",""Project"":""N.A."",""Subscription"":""PlanApp-hub-sub001"",""Scope"":""Network and Security""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'afwp-[workload]-[ambiente]-[regiao]-NNN'","afwp"
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-hub-netsec-rg001","pla-pt-prd-ff-lgw001","microsoft.network/localnetworkgateways","westeurope","","","Succeeded","{""Environment"":""Hub"",""Owner"":""cesar.rosa@planapp.gov.pt"",""Project"":""N.A."",""Subscription"":""PlanApp-hub-sub001"",""Scope"":""Network and Security""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'lgw-[workload]-[ambiente]-[regiao]-NNN'","lgw"
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-ne-hub-netsec-rg002","pte-stg-001.nic.ad7b11a0-8590-4429-b2c9-8bce7fd7829b","microsoft.network/networkinterfaces","northeurope","Regular","","Succeeded","{""Subscription"":""PlanApp-hub-sub001""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'nic-[workload]-[ambiente]-[regiao]-NNN'","nic"
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-shared-hub-rg001","vm-hub-addc-01693_z1","microsoft.network/networkinterfaces","westeurope","Regular","","Succeeded","{""Subscription"":""PlanApp-hub-sub001""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'nic-[workload]-[ambiente]-[regiao]-NNN'","nic"
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-shared-mgmt-rg001","vm-hub-mgmt001-nic001","microsoft.network/networkinterfaces","westeurope","Regular","","Succeeded","{""Environment"":""Hub"",""Owner"":""cesar.rosa@planapp.gov.pt"",""Project"":""N.A."",""Subscription"":""PlanApp-hub-sub001"",""Scope"":""Management""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'nic-[workload]-[ambiente]-[regiao]-NNN'","nic"
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-shared-hub-rg001","vm-hub-test-001283_z1","microsoft.network/networkinterfaces","westeurope","Regular","","Succeeded","{""Subscription"":""PlanApp-hub-sub001""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'nic-[workload]-[ambiente]-[regiao]-NNN'","nic"
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-ne-nettest-rg001","win-nettest-agwNIC","microsoft.network/networkinterfaces","northeurope","Regular","","Succeeded","{""Subscription"":""PlanApp-hub-sub001""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'nic-[workload]-[ambiente]-[regiao]-NNN'","nic"
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-ne-hub-netsec-rg002","hub-workload-nsg","microsoft.network/networksecuritygroups","northeurope","","","Succeeded","{""Subscription"":""PlanApp-hub-sub001""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'nsg-[workload]-[ambiente]-[regiao]-NNN'","nsg"
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-hub-netsec-rg001","nsg-snet-mgnt-001","microsoft.network/networksecuritygroups","westeurope","","","Succeeded","{""Subscription"":""PlanApp-hub-sub001""}","False","departamento, ambiente, projeto, centrocusto","True","","nsg"
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-shared-hub-rg001","vm-hub-test-001-nsg","microsoft.network/networksecuritygroups","westeurope","","","Succeeded","{""Subscription"":""PlanApp-hub-sub001""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'nsg-[workload]-[ambiente]-[regiao]-NNN'","nsg"
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","networkwatcherrg","NetworkWatcher_northeurope","microsoft.network/networkwatchers","northeurope","","","Succeeded","{""Subscription"":""PlanApp-hub-sub001""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","networkwatcherrg","NetworkWatcher_westeurope","microsoft.network/networkwatchers","westeurope","","","Succeeded","{""Subscription"":""PlanApp-hub-sub001""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-shared-hub-rg001","planapp.gov.pt","microsoft.network/privatednszones","global","","","Succeeded","{""Subscription"":""PlanApp-hub-sub001""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'dnspr-[workload]-[ambiente]-[regiao]-NNN'","dnspr"
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-hub-netsec-rg001","planapp.pt","microsoft.network/privatednszones","global","","","Succeeded","{""Subscription"":""PlanApp-hub-sub001""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'dnspr-[workload]-[ambiente]-[regiao]-NNN'","dnspr"
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-hub-netsec-rg001","privatelink.adf.azure.com","microsoft.network/privatednszones","global","","","Succeeded","{""Subscription"":""PlanApp-hub-sub001""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'dnspr-[workload]-[ambiente]-[regiao]-NNN'","dnspr"
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-ne-hub-netsec-rg002","privatelink.azurewebsites.net","microsoft.network/privatednszones","global","","","Succeeded","{""Subscription"":""PlanApp-hub-sub001""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'dnspr-[workload]-[ambiente]-[regiao]-NNN'","dnspr"
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-hub-netsec-rg001","privatelink.azurewebsites.net","microsoft.network/privatednszones","global","","","Succeeded","{""Subscription"":""PlanApp-hub-sub001""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'dnspr-[workload]-[ambiente]-[regiao]-NNN'","dnspr"
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-hub-netsec-rg001","privatelink.blob.core.windows.net","microsoft.network/privatednszones","global","","","Succeeded","{""Subscription"":""PlanApp-hub-sub001""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'dnspr-[workload]-[ambiente]-[regiao]-NNN'","dnspr"
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-hub-netsec-rg001","privatelink.database.windows.net","microsoft.network/privatednszones","global","","","Succeeded","{""Subscription"":""PlanApp-hub-sub001""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'dnspr-[workload]-[ambiente]-[regiao]-NNN'","dnspr"
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-hub-netsec-rg001","privatelink.datafactory.azure.net","microsoft.network/privatednszones","global","","","Succeeded","{""Subscription"":""PlanApp-hub-sub001""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'dnspr-[workload]-[ambiente]-[regiao]-NNN'","dnspr"
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-ne-hub-netsec-rg002","f28530d94d36b","microsoft.network/privatednszones/virtualnetworklinks","global","","","Succeeded","{""Subscription"":""PlanApp-hub-sub001""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-shared-hub-rg001","hub","microsoft.network/privatednszones/virtualnetworklinks","global","","","Succeeded","{""Subscription"":""PlanApp-hub-sub001""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-shared-hub-rg001","link-nprd-shared-vnet","microsoft.network/privatednszones/virtualnetworklinks","global","","","Succeeded","{""Subscription"":""PlanApp-hub-sub001""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-hub-netsec-rg001","link-pla-sc-nprd-staging-vnet001","microsoft.network/privatednszones/virtualnetworklinks","global","","","Succeeded","{""Subscription"":""PlanApp-hub-sub001""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-hub-netsec-rg001","link-pla-we-hub-shared-vnet001","microsoft.network/privatednszones/virtualnetworklinks","global","","","Succeeded","{""Subscription"":""PlanApp-hub-sub001""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-hub-netsec-rg001","linkto-pla-we-hub-shared-vnet001","microsoft.network/privatednszones/virtualnetworklinks","global","","","Succeeded","{""Subscription"":""PlanApp-hub-sub001""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-hub-netsec-rg001","linktohub","microsoft.network/privatednszones/virtualnetworklinks","global","","","Succeeded","{""Subscription"":""PlanApp-hub-sub001""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-hub-netsec-rg001","linktohub","microsoft.network/privatednszones/virtualnetworklinks","global","","","Succeeded","{""Subscription"":""PlanApp-hub-sub001""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-hub-netsec-rg001","linktohub","microsoft.network/privatednszones/virtualnetworklinks","global","","","Succeeded","{""Subscription"":""PlanApp-hub-sub001""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-hub-netsec-rg001","linktohub","microsoft.network/privatednszones/virtualnetworklinks","global","","","Succeeded","{""Subscription"":""PlanApp-hub-sub001""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-hub-netsec-rg001","qg6yowztrdfd6","microsoft.network/privatednszones/virtualnetworklinks","global","","","Succeeded","{""Subscription"":""PlanApp-hub-sub001""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-hub-netsec-rg001","qg6yowztrdfd6","microsoft.network/privatednszones/virtualnetworklinks","global","","","Succeeded","{""Subscription"":""PlanApp-hub-sub001""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-hub-netsec-rg001","qg6yowztrdfd6","microsoft.network/privatednszones/virtualnetworklinks","global","","","Succeeded","{""Subscription"":""PlanApp-hub-sub001""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-hub-netsec-rg001","qg6yowztrdfd6","microsoft.network/privatednszones/virtualnetworklinks","global","","","Succeeded","{""Subscription"":""PlanApp-hub-sub001""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-ne-hub-netsec-rg002","pte-stg-001","microsoft.network/privateendpoints","northeurope","","","Succeeded","{""Subscription"":""PlanApp-hub-sub001""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'pep-[workload]-[ambiente]-[regiao]-NNN'","pep"
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-ne-hub-netsec-rg002","pla-ne-prd-shared-agw001-pip","microsoft.network/publicipaddresses","northeurope","","{""name"":""Standard"",""tier"":""Regional""}","Succeeded","{""Subscription"":""PlanApp-hub-sub001""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'pip-[workload]-[ambiente]-[regiao]-NNN'","pip"
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-ne-hub-netsec-rg002","pla-ne-prd-shared-agw001-pip001","microsoft.network/publicipaddresses","northeurope","","{""name"":""Standard"",""tier"":""Regional""}","Succeeded","{""Subscription"":""PlanApp-hub-sub001""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'pip-[workload]-[ambiente]-[regiao]-NNN'","pip"
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-hub-netsec-rg001","pla-we-hub-ExRgw001-ip","microsoft.network/publicipaddresses","westeurope","","{""name"":""Standard"",""tier"":""Regional""}","Succeeded","{""Subscription"":""PlanApp-hub-sub001""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'pip-[workload]-[ambiente]-[regiao]-NNN'","pip"
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-shared-mgmt-rg001","pla-we-hub-shared-bas001-pip001","microsoft.network/publicipaddresses","westeurope","","{""name"":""Standard"",""tier"":""Regional""}","Succeeded","{""Environment"":""Hub"",""Owner"":""cesar.rosa@planapp.gov.pt"",""Project"":""N.A."",""Subscription"":""PlanApp-hub-sub001"",""Scope"":""Management""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'pip-[workload]-[ambiente]-[regiao]-NNN'","pip"
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-hub-netsec-rg001","pla-we-hub-shared-vnet001-vgw001-pip001","microsoft.network/publicipaddresses","westeurope","","{""name"":""Standard"",""tier"":""Regional""}","Succeeded","{""Environment"":""Hub"",""Owner"":""cesar.rosa@planapp.gov.pt"",""Project"":""N.A."",""Subscription"":""PlanApp-hub-sub001"",""Scope"":""Network and Security""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'pip-[workload]-[ambiente]-[regiao]-NNN'","pip"
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-hub-netsec-rg001","pla-we-nprd-shared-agw002-pip001","microsoft.network/publicipaddresses","westeurope","","{""name"":""Standard"",""tier"":""Regional""}","Succeeded","{""Subscription"":""PlanApp-hub-sub001""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'pip-[workload]-[ambiente]-[regiao]-NNN'","pip"
"PLANAPP-hub-sub001","da10c68b-8d4f-4eb8-ba68-6f8770b8ebdb","pla-we-shared-hub-rg002","pla-we-prd-shared-agw001-pip001","microsoft.network/publicipaddresses","westeurope","","{""name"":""Standard"",""tier"":""Regional""}","Succeeded","{""Subscription"":""PlanApp-hub-sub001""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'pip-[workload]-[ambiente]-[regiao]-NNN'","pip"
